1,256,6.001650, 0.9351220726966858
1,512,5.931617, 0.927933931350708
1,768,5.920970, 0.8995040655136108
1,1024,5.859041, 0.8878844976425171
1,1280,5.818186, 0.8579575419425964
1,1536,5.771908, 0.8268154859542847
1,1792,5.733180, 0.791066586971283
1,2048,5.683443, 0.7601076364517212
1,2304,5.643586, 0.7162060737609863
1,2560,5.573868, 0.7031630873680115
1,2816,5.542009, 0.6355165243148804
1,3072,5.541011, 0.5868982076644897
1,3328,5.519664, 0.6063332557678223
1,3584,5.483587, 0.6446480751037598
1,3840,5.475857, 0.6460599303245544
1,4096,5.454793, 0.6901066303253174
1,4352,5.438896, 0.6988751888275146
1,4608,5.426808, 0.6945270895957947
1,4864,5.412214, 0.6903591156005859
1,5120,5.389725, 0.6877908706665039
1,5376,5.374798, 0.6511558294296265
1,5632,5.359458, 0.6420958042144775
1,5888,5.351415, 0.6171228885650635
1,6144,5.343494, 0.6106983423233032
1,6400,5.323681, 0.6353259086608887
1,6656,5.314231, 0.6154186725616455
1,6912,5.305273, 0.6150743961334229
1,7168,5.298414, 0.622887372970581
1,7424,5.289282, 0.6439648866653442
1,7680,5.272549, 0.6603875160217285
1,7936,5.266475, 0.6323198676109314
1,8192,5.255057, 0.6403043270111084
1,8448,5.244471, 0.6247285604476929
1,8704,5.235171, 0.6259697079658508
1,8960,5.228748, 0.6104438900947571
1,9216,5.219715, 0.6272534728050232
1,9472,5.210481, 0.6328327059745789
1,9728,5.201682, 0.6463251113891602
1,9984,5.188103, 0.6637934446334839
1,10240,5.181015, 0.6359278559684753
1,10496,5.176825, 0.6294909715652466
1,10752,5.163882, 0.6484134197235107
1,11008,5.152669, 0.6362151503562927
1,11264,5.146960, 0.6113172769546509
1,11520,5.142865, 0.6094392538070679
1,11776,5.138510, 0.6238356828689575
1,12032,5.135198, 0.6340546607971191
1,12288,5.130543, 0.6507500410079956
1,12544,5.121066, 0.6937791705131531
1,12800,5.114804, 0.6733829975128174
1,13056,5.107415, 0.6694937348365784
1,13312,5.104861, 0.6334138512611389
1,13568,5.103762, 0.6199361085891724
1,13824,5.096259, 0.6500540971755981
1,14080,5.089530, 0.6539164185523987
1,14336,5.085300, 0.6517375707626343
1,14592,5.076424, 0.6831684112548828
1,14848,5.069023, 0.680072009563446
1,15104,5.064693, 0.6592613458633423
1,15360,5.063245, 0.6370092034339905
1,15616,5.054119, 0.6785997152328491
1,15872,5.048206, 0.6504977941513062
1,16128,5.040439, 0.6575890183448792
1,16384,5.034560, 0.6489105224609375
1,16640,5.027013, 0.6592796444892883
1,16896,5.021785, 0.6543973684310913
1,17152,5.016055, 0.6672232747077942
1,17408,5.007616, 0.6894093751907349
1,17664,5.003756, 0.6673978567123413
1,17920,4.995678, 0.6924037933349609
1,18176,4.987848, 0.6871547102928162
1,18432,4.980036, 0.6772527098655701
1,18688,4.973740, 0.6567606329917908
1,18944,4.968399, 0.645148754119873
1,19200,4.964918, 0.6346486806869507
1,19456,4.958613, 0.6702121496200562
1,19712,4.951342, 0.697616696357727
1,19968,4.944836, 0.707674503326416
2,256,4.787920, 0.6846405863761902
2,512,4.719111, 0.6977038979530334
2,768,4.761252, 0.6759927272796631
2,1024,4.726382, 0.6912621855735779
2,1280,4.687457, 0.688904881477356
2,1536,4.690252, 0.6668004989624023
2,1792,4.681866, 0.6653769016265869
2,2048,4.675020, 0.6580682992935181
2,2304,4.685069, 0.6432945132255554
2,2560,4.700450, 0.6447407007217407
2,2816,4.695110, 0.677049994468689
2,3072,4.699412, 0.6804375052452087
2,3328,4.708096, 0.6852769255638123
2,3584,4.705045, 0.7024113535881042
2,3840,4.704251, 0.7054635286331177
2,4096,4.711618, 0.6901768445968628
2,4352,4.712619, 0.6946578621864319
2,4608,4.704172, 0.6967532634735107
2,4864,4.708807, 0.6702854633331299
2,5120,4.709102, 0.6699123978614807
2,5376,4.705952, 0.6690510511398315
2,5632,4.708107, 0.6548895239830017
2,5888,4.708058, 0.6588306427001953
2,6144,4.716315, 0.6577556729316711
2,6400,4.711065, 0.6926150321960449
